;node;;stochastic_scenario;value;2000-01-02T00:00:00
connection_flow;AF-MRT_h2_AF-SEN_h2;from_node;AF-MRT_h2;0;0
connection_flow;AF-MRT_h2_AF-SEN_h2;from_node;AF-SEN_h2;0;0
connection_flow;AF-MRT_h2_AF-SEN_h2;to_node;AF-MRT_h2;0;0
connection_flow;AF-MRT_h2_EU-PRT_h2;from_node;AF-MRT_h2;0;0
connection_flow;AF-MRT_h2_EU-PRT_h2;from_node;EU-PRT_h2;0;6.805097684
connection_flow;AF-MRT_h2_EU-PRT_h2;to_node;AF-MRT_h2;0;6.805097684
connection_flow;AF-MWI_h2_AF-MDG_h2;from_node;AF-MDG_h2;0;0
connection_flow;AF-MWI_h2_AF-MDG_h2;from_node;AF-MWI_h2;0;0
connection_flow;AF-MWI_h2_AF-MDG_h2;to_node;AF-MWI_h2;0;0
connection_flow;AF-MWI_h2_AF-MOZ_h2;from_node;AF-MOZ_h2;0;0
connection_flow;AF-MWI_h2_AF-MOZ_h2;from_node;AF-MWI_h2;0;0
connection_flow;AF-MWI_h2_AF-MOZ_h2;to_node;AF-MWI_h2;0;0
connection_flow;AF-MWI_h2_AF-TZA_h2;from_node;AF-MWI_h2;0;0
connection_flow;AF-MWI_h2_AF-TZA_h2;from_node;AF-TZA_h2;0;0
connection_flow;AF-MWI_h2_AF-TZA_h2;to_node;AF-MWI_h2;0;0
connection_flow;AF-MWI_h2_AF-ZMB_h2;from_node;AF-MWI_h2;0;0
connection_flow;AF-MWI_h2_AF-ZMB_h2;from_node;AF-ZMB_h2;0;0
connection_flow;AF-MWI_h2_AF-ZMB_h2;to_node;AF-MWI_h2;0;0
connection_flow;AF-MWI_h2_AF-ZWE_h2;from_node;AF-MWI_h2;0;0
connection_flow;AF-MWI_h2_AF-ZWE_h2;from_node;AF-ZWE_h2;0;0
connection_flow;AF-MWI_h2_AF-ZWE_h2;to_node;AF-MWI_h2;0;0
connection_flow;AF-NAM_h2_AF-AGO_h2;from_node;AF-AGO_h2;0;0
connection_flow;AF-NAM_h2_AF-AGO_h2;from_node;AF-NAM_h2;0;0
connection_flow;AF-NAM_h2_AF-AGO_h2;to_node;AF-NAM_h2;0;0
connection_flow;AF-NAM_h2_AF-BWA_h2;from_node;AF-BWA_h2;0;0
connection_flow;AF-NAM_h2_AF-BWA_h2;from_node;AF-NAM_h2;0;0
connection_flow;AF-NAM_h2_AF-BWA_h2;to_node;AF-NAM_h2;0;0
connection_flow;AF-NAM_h2_AF-GAB_h2;from_node;AF-GAB_h2;0.915235395;0.915235395
connection_flow;AF-NAM_h2_AF-GAB_h2;from_node;AF-NAM_h2;0;0
connection_flow;AF-NAM_h2_AF-GAB_h2;to_node;AF-NAM_h2;0.915235395;0.915235395
connection_flow;AF-NAM_h2_AF-ZAF_h2;from_node;AF-NAM_h2;0;0
connection_flow;AF-NAM_h2_AF-ZAF_h2;from_node;AF-ZAF_h2;0;0
connection_flow;AF-NAM_h2_AF-ZAF_h2;to_node;AF-NAM_h2;0;0
connection_flow;AF-NER_h2_AF-BEN_h2;from_node;AF-BEN_h2;0;0
connection_flow;AF-NER_h2_AF-BEN_h2;from_node;AF-NER_h2;0;0
connection_flow;AF-NER_h2_AF-BEN_h2;to_node;AF-NER_h2;0;0
connection_flow;AF-NER_h2_AF-BFA_h2;from_node;AF-BFA_h2;0;0
connection_flow;AF-NER_h2_AF-BFA_h2;from_node;AF-NER_h2;0;0
connection_flow;AF-NER_h2_AF-BFA_h2;to_node;AF-NER_h2;0;0
connection_flow;AF-NER_h2_AF-DZA_h2;from_node;AF-DZA_h2;0;7.16863109
connection_flow;AF-NER_h2_AF-DZA_h2;from_node;AF-NER_h2;0;0
connection_flow;AF-NER_h2_AF-DZA_h2;to_node;AF-NER_h2;0;7.16863109
connection_flow;AF-NER_h2_AF-LBY_h2;from_node;AF-LBY_h2;0;0
connection_flow;AF-NER_h2_AF-LBY_h2;from_node;AF-NER_h2;0;0
connection_flow;AF-NER_h2_AF-LBY_h2;to_node;AF-NER_h2;0;0
connection_flow;AF-NER_h2_AF-MLI_h2;from_node;AF-MLI_h2;0;0
connection_flow;AF-NER_h2_AF-MLI_h2;from_node;AF-NER_h2;0;0
connection_flow;AF-NER_h2_AF-MLI_h2;to_node;AF-NER_h2;0;0
connection_flow;AF-NER_h2_AF-NGA_h2;from_node;AF-NER_h2;0;0
connection_flow;AF-NER_h2_AF-NGA_h2;from_node;AF-NGA_h2;7.16863109;0
connection_flow;AF-NER_h2_AF-NGA_h2;to_node;AF-NER_h2;7.16863109;0
connection_flow;AF-NER_h2_AF-TCD_h2;from_node;AF-NER_h2;0;0
connection_flow;AF-NER_h2_AF-TCD_h2;from_node;AF-TCD_h2;0;0
connection_flow;AF-NER_h2_AF-TCD_h2;to_node;AF-NER_h2;0;0
connection_flow;AF-NGA_h2_AF-BEN_h2;from_node;AF-BEN_h2;0;0
connection_flow;AF-NGA_h2_AF-BEN_h2;from_node;AF-NGA_h2;0;0
connection_flow;AF-NGA_h2_AF-BEN_h2;to_node;AF-NGA_h2;0;0
connection_flow;AF-NGA_h2_AF-CMR_h2;from_node;AF-CMR_h2;0;0
connection_flow;AF-NGA_h2_AF-CMR_h2;from_node;AF-NGA_h2;0;0
connection_flow;AF-NGA_h2_AF-CMR_h2;to_node;AF-NGA_h2;0;0
connection_flow;AF-NGA_h2_AF-GNQ_h2;from_node;AF-GNQ_h2;0;0
connection_flow;AF-NGA_h2_AF-GNQ_h2;from_node;AF-NGA_h2;0;0
connection_flow;AF-NGA_h2_AF-GNQ_h2;to_node;AF-NGA_h2;0;0
connection_flow;AF-NGA_h2_AF-NER_h2;from_node;AF-NER_h2;0;0
connection_flow;AF-NGA_h2_AF-NER_h2;from_node;AF-NGA_h2;0;0
connection_flow;AF-NGA_h2_AF-NER_h2;to_node;AF-NGA_h2;0;0
connection_flow;AF-NGA_h2_AF-TCD_h2;from_node;AF-NGA_h2;0;0
connection_flow;AF-NGA_h2_AF-TCD_h2;from_node;AF-TCD_h2;0;0
connection_flow;AF-NGA_h2_AF-TCD_h2;to_node;AF-NGA_h2;0;0
connection_flow;AF-RWA_h2_AF-BDI_h2;from_node;AF-BDI_h2;0;0
connection_flow;AF-RWA_h2_AF-BDI_h2;from_node;AF-RWA_h2;0;0
connection_flow;AF-RWA_h2_AF-BDI_h2;to_node;AF-RWA_h2;0;0
connection_flow;AF-RWA_h2_AF-CAF_h2;from_node;AF-CAF_h2;0;0
connection_flow;AF-RWA_h2_AF-CAF_h2;from_node;AF-RWA_h2;0;0
connection_flow;AF-RWA_h2_AF-CAF_h2;to_node;AF-RWA_h2;0;0
connection_flow;AF-RWA_h2_AF-COD_h2;from_node;AF-COD_h2;0;0
connection_flow;AF-RWA_h2_AF-COD_h2;from_node;AF-RWA_h2;0;0
connection_flow;AF-RWA_h2_AF-COD_h2;to_node;AF-RWA_h2;0;0
connection_flow;AF-RWA_h2_AF-TZA_h2;from_node;AF-RWA_h2;0;0
connection_flow;AF-RWA_h2_AF-TZA_h2;from_node;AF-TZA_h2;0;0
connection_flow;AF-RWA_h2_AF-TZA_h2;to_node;AF-RWA_h2;0;0
connection_flow;AF-RWA_h2_AF-UGA_h2;from_node;AF-RWA_h2;0;0
connection_flow;AF-RWA_h2_AF-UGA_h2;from_node;AF-UGA_h2;0;0
connection_flow;AF-RWA_h2_AF-UGA_h2;to_node;AF-RWA_h2;0;0
connection_flow;AF-SDN_h2_AF-CAF_h2;from_node;AF-CAF_h2;2.516009145;2.516009145
connection_flow;AF-SDN_h2_AF-CAF_h2;from_node;AF-SDN_h2;0;0
connection_flow;AF-SDN_h2_AF-CAF_h2;to_node;AF-SDN_h2;2.516009145;2.516009145
connection_flow;AF-SDN_h2_AF-EGY_h2;from_node;AF-EGY_h2;0;0
connection_flow;AF-SDN_h2_AF-EGY_h2;from_node;AF-SDN_h2;0;0
connection_flow;AF-SDN_h2_AF-EGY_h2;to_node;AF-SDN_h2;0;0
connection_flow;AF-SDN_h2_AF-ERI_h2;from_node;AF-ERI_h2;0;0
connection_flow;AF-SDN_h2_AF-ERI_h2;from_node;AF-SDN_h2;0;0
connection_flow;AF-SDN_h2_AF-ERI_h2;to_node;AF-SDN_h2;0;0
connection_flow;AF-SDN_h2_AF-ETH_h2;from_node;AF-ETH_h2;0;0
connection_flow;AF-SDN_h2_AF-ETH_h2;from_node;AF-SDN_h2;0;0
connection_flow;AF-SDN_h2_AF-ETH_h2;to_node;AF-SDN_h2;0;0
connection_flow;AF-SDN_h2_AF-TCD_h2;from_node;AF-SDN_h2;0;0
connection_flow;AF-SDN_h2_AF-TCD_h2;from_node;AF-TCD_h2;0;0
connection_flow;AF-SDN_h2_AF-TCD_h2;to_node;AF-SDN_h2;0;0
connection_flow;AF-SDN_h2_AF-UGA_h2;from_node;AF-SDN_h2;0;0
connection_flow;AF-SDN_h2_AF-UGA_h2;from_node;AF-UGA_h2;0;0
connection_flow;AF-SDN_h2_AF-UGA_h2;to_node;AF-SDN_h2;0;0
connection_flow;AF-SEN_h2_AF-GIN_h2;from_node;AF-GIN_h2;0;0
connection_flow;AF-SEN_h2_AF-GIN_h2;from_node;AF-SEN_h2;0;0
connection_flow;AF-SEN_h2_AF-GIN_h2;to_node;AF-SEN_h2;0;0
connection_flow;AF-SEN_h2_AF-GMB_h2;from_node;AF-GMB_h2;0;0
connection_flow;AF-SEN_h2_AF-GMB_h2;from_node;AF-SEN_h2;0;0
connection_flow;AF-SEN_h2_AF-GMB_h2;to_node;AF-SEN_h2;0;0
connection_flow;AF-SEN_h2_AF-GNB_h2;from_node;AF-GNB_h2;0;0
connection_flow;AF-SEN_h2_AF-GNB_h2;from_node;AF-SEN_h2;0;0
connection_flow;AF-SEN_h2_AF-GNB_h2;to_node;AF-SEN_h2;0;0
connection_flow;AF-SEN_h2_AF-MLI_h2;from_node;AF-MLI_h2;0;0
connection_flow;AF-SEN_h2_AF-MLI_h2;from_node;AF-SEN_h2;0;0
connection_flow;AF-SEN_h2_AF-MLI_h2;to_node;AF-SEN_h2;0;0
connection_flow;AF-SEN_h2_AF-MRT_h2;from_node;AF-MRT_h2;0;0
connection_flow;AF-SEN_h2_AF-MRT_h2;from_node;AF-SEN_h2;0;0
connection_flow;AF-SEN_h2_AF-MRT_h2;to_node;AF-SEN_h2;0;0
connection_flow;AF-SLE_h2_AF-GIN_h2;from_node;AF-GIN_h2;0;0
connection_flow;AF-SLE_h2_AF-GIN_h2;from_node;AF-SLE_h2;0;0
connection_flow;AF-SLE_h2_AF-GIN_h2;to_node;AF-SLE_h2;0;0
connection_flow;AF-SLE_h2_AF-GNB_h2;from_node;AF-GNB_h2;0;0
connection_flow;AF-SLE_h2_AF-GNB_h2;from_node;AF-SLE_h2;0;0
connection_flow;AF-SLE_h2_AF-GNB_h2;to_node;AF-SLE_h2;0;0
connection_flow;AF-SLE_h2_AF-LBR_h2;from_node;AF-LBR_h2;0;0
connection_flow;AF-SLE_h2_AF-LBR_h2;from_node;AF-SLE_h2;0;0
connection_flow;AF-SLE_h2_AF-LBR_h2;to_node;AF-SLE_h2;0;0
connection_flow;AF-SOM_h2_AF-DJI_h2;from_node;AF-DJI_h2;6.286611163;6.286611163
connection_flow;AF-SOM_h2_AF-DJI_h2;from_node;AF-SOM_h2;0;0
connection_flow;AF-SOM_h2_AF-DJI_h2;to_node;AF-SOM_h2;6.286611163;6.286611163
connection_flow;AF-SOM_h2_AF-ETH_h2;from_node;AF-ETH_h2;0;0
connection_flow;AF-SOM_h2_AF-ETH_h2;from_node;AF-SOM_h2;0;0
connection_flow;AF-SOM_h2_AF-ETH_h2;to_node;AF-SOM_h2;0;0
connection_flow;AF-SOM_h2_AF-KEN_h2;from_node;AF-KEN_h2;0;0
connection_flow;AF-SOM_h2_AF-KEN_h2;from_node;AF-SOM_h2;0;0
connection_flow;AF-SOM_h2_AF-KEN_h2;to_node;AF-SOM_h2;0;0
connection_flow;AF-SOM_h2_AF-MDG_h2;from_node;AF-MDG_h2;0;0
connection_flow;AF-SOM_h2_AF-MDG_h2;from_node;AF-SOM_h2;0;0
connection_flow;AF-SOM_h2_AF-MDG_h2;to_node;AF-SOM_h2;0;0
connection_flow;AF-SOM_h2_AS-OMN_h2;from_node;AF-SOM_h2;0;0
connection_flow;AF-SOM_h2_AS-OMN_h2;from_node;AS-OMN_h2;0;0
connection_flow;AF-SOM_h2_AS-OMN_h2;to_node;AF-SOM_h2;0;0
connection_flow;AF-SOM_h2_AS-YEM_h2;from_node;AF-SOM_h2;0;0
connection_flow;AF-SOM_h2_AS-YEM_h2;from_node;AS-YEM_h2;0;0
connection_flow;AF-SOM_h2_AS-YEM_h2;to_node;AF-SOM_h2;0;0
connection_flow;AF-SWZ_h2_AF-BWA_h2;from_node;AF-BWA_h2;0;0
connection_flow;AF-SWZ_h2_AF-BWA_h2;from_node;AF-SWZ_h2;0;0
connection_flow;AF-SWZ_h2_AF-BWA_h2;to_node;AF-SWZ_h2;0;0
connection_flow;AF-SWZ_h2_AF-LSO_h2;from_node;AF-LSO_h2;0;0
connection_flow;AF-SWZ_h2_AF-LSO_h2;from_node;AF-SWZ_h2;0;0
connection_flow;AF-SWZ_h2_AF-LSO_h2;to_node;AF-SWZ_h2;0;0
connection_flow;AF-SWZ_h2_AF-MDG_h2;from_node;AF-MDG_h2;0;0
connection_flow;AF-SWZ_h2_AF-MDG_h2;from_node;AF-SWZ_h2;0;0
connection_flow;AF-SWZ_h2_AF-MDG_h2;to_node;AF-SWZ_h2;0;0
connection_flow;AF-SWZ_h2_AF-MOZ_h2;from_node;AF-MOZ_h2;0;0
connection_flow;AF-SWZ_h2_AF-MOZ_h2;from_node;AF-SWZ_h2;0;0
connection_flow;AF-SWZ_h2_AF-MOZ_h2;to_node;AF-SWZ_h2;0;0
connection_flow;AF-SWZ_h2_AF-ZWE_h2;from_node;AF-SWZ_h2;0;0
connection_flow;AF-SWZ_h2_AF-ZWE_h2;from_node;AF-ZWE_h2;2.451861618;2.451861618
connection_flow;AF-SWZ_h2_AF-ZWE_h2;to_node;AF-SWZ_h2;2.451861618;2.451861618
connection_flow;AF-TCD_h2_AF-CAF_h2;from_node;AF-CAF_h2;0;1.811281082
connection_flow;AF-TCD_h2_AF-CAF_h2;from_node;AF-TCD_h2;0;0
connection_flow;AF-TCD_h2_AF-CAF_h2;to_node;AF-TCD_h2;0;1.811281082
connection_flow;AF-TCD_h2_AF-CMR_h2;from_node;AF-CMR_h2;0;0
connection_flow;AF-TCD_h2_AF-CMR_h2;from_node;AF-TCD_h2;0;0
connection_flow;AF-TCD_h2_AF-CMR_h2;to_node;AF-TCD_h2;0;0
connection_flow;AF-TCD_h2_AF-EGY_h2;from_node;AF-EGY_h2;0;0
connection_flow;AF-TCD_h2_AF-EGY_h2;from_node;AF-TCD_h2;0;0
connection_flow;AF-TCD_h2_AF-EGY_h2;to_node;AF-TCD_h2;0;0
connection_flow;AF-TCD_h2_AF-LBY_h2;from_node;AF-LBY_h2;0;0
connection_flow;AF-TCD_h2_AF-LBY_h2;from_node;AF-TCD_h2;0;0
connection_flow;AF-TCD_h2_AF-LBY_h2;to_node;AF-TCD_h2;0;0
connection_flow;AF-TCD_h2_AF-NER_h2;from_node;AF-NER_h2;0;0
connection_flow;AF-TCD_h2_AF-NER_h2;from_node;AF-TCD_h2;0;0
connection_flow;AF-TCD_h2_AF-NER_h2;to_node;AF-TCD_h2;0;0
connection_flow;AF-TCD_h2_AF-NGA_h2;from_node;AF-NGA_h2;1.811281082;0
connection_flow;AF-TCD_h2_AF-NGA_h2;from_node;AF-TCD_h2;0;0
connection_flow;AF-TCD_h2_AF-NGA_h2;to_node;AF-TCD_h2;1.811281082;0
connection_flow;AF-TCD_h2_AF-SDN_h2;from_node;AF-SDN_h2;0;0
connection_flow;AF-TCD_h2_AF-SDN_h2;from_node;AF-TCD_h2;0;0
connection_flow;AF-TCD_h2_AF-SDN_h2;to_node;AF-TCD_h2;0;0
connection_flow;AF-TGO_h2_AF-BEN_h2;from_node;AF-BEN_h2;0;0
connection_flow;AF-TGO_h2_AF-BEN_h2;from_node;AF-TGO_h2;0;0
connection_flow;AF-TGO_h2_AF-BEN_h2;to_node;AF-TGO_h2;0;0
connection_flow;AF-TGO_h2_AF-BFA_h2;from_node;AF-BFA_h2;0;0
connection_flow;AF-TGO_h2_AF-BFA_h2;from_node;AF-TGO_h2;0;0
connection_flow;AF-TGO_h2_AF-BFA_h2;to_node;AF-TGO_h2;0;0
connection_flow;AF-TGO_h2_AF-GHA_h2;from_node;AF-GHA_h2;0;0
connection_flow;AF-TGO_h2_AF-GHA_h2;from_node;AF-TGO_h2;0;0
connection_flow;AF-TGO_h2_AF-GHA_h2;to_node;AF-TGO_h2;0;0
connection_flow;AF-TGO_h2_AF-GNQ_h2;from_node;AF-GNQ_h2;0;0
connection_flow;AF-TGO_h2_AF-GNQ_h2;from_node;AF-TGO_h2;0;0
connection_flow;AF-TGO_h2_AF-GNQ_h2;to_node;AF-TGO_h2;0;0
connection_flow;AF-TUN_h2_AF-DZA_h2;from_node;AF-DZA_h2;0;0
connection_flow;AF-TUN_h2_AF-DZA_h2;from_node;AF-TUN_h2;0;0
connection_flow;AF-TUN_h2_AF-DZA_h2;to_node;AF-TUN_h2;0;0
connection_flow;AF-TUN_h2_AF-LBY_h2;from_node;AF-LBY_h2;0;0
connection_flow;AF-TUN_h2_AF-LBY_h2;from_node;AF-TUN_h2;0;0
connection_flow;AF-TUN_h2_AF-LBY_h2;to_node;AF-TUN_h2;0;0
connection_flow;AF-TUN_h2_EU-ESP_h2;from_node;AF-TUN_h2;0;0
connection_flow;AF-TUN_h2_EU-ESP_h2;from_node;EU-ESP_h2;0;0
connection_flow;AF-TUN_h2_EU-ESP_h2;to_node;AF-TUN_h2;0;0
connection_flow;AF-TUN_h2_EU-FRA_h2;from_node;AF-TUN_h2;0;0
connection_flow;AF-TUN_h2_EU-FRA_h2;from_node;EU-FRA_h2;0;0
connection_flow;AF-TUN_h2_EU-FRA_h2;to_node;AF-TUN_h2;0;0
connection_flow;AF-TUN_h2_EU-ITA_h2;from_node;AF-TUN_h2;0;0
connection_flow;AF-TUN_h2_EU-ITA_h2;from_node;EU-ITA_h2;0;0
connection_flow;AF-TUN_h2_EU-ITA_h2;to_node;AF-TUN_h2;0;0
connection_flow;AF-TUN_h2_EU-MLT_h2;from_node;AF-TUN_h2;0;0
connection_flow;AF-TUN_h2_EU-MLT_h2;from_node;EU-MLT_h2;0;0
connection_flow;AF-TUN_h2_EU-MLT_h2;to_node;AF-TUN_h2;0;0
connection_flow;AF-TZA_h2_AF-BDI_h2;from_node;AF-BDI_h2;0;0
connection_flow;AF-TZA_h2_AF-BDI_h2;from_node;AF-TZA_h2;0;0
connection_flow;AF-TZA_h2_AF-BDI_h2;to_node;AF-TZA_h2;0;0
connection_flow;AF-TZA_h2_AF-KEN_h2;from_node;AF-KEN_h2;0;0
connection_flow;AF-TZA_h2_AF-KEN_h2;from_node;AF-TZA_h2;0;0
connection_flow;AF-TZA_h2_AF-KEN_h2;to_node;AF-TZA_h2;0;0
connection_flow;AF-TZA_h2_AF-MDG_h2;from_node;AF-MDG_h2;0;0
connection_flow;AF-TZA_h2_AF-MDG_h2;from_node;AF-TZA_h2;0;0
connection_flow;AF-TZA_h2_AF-MDG_h2;to_node;AF-TZA_h2;0;0
connection_flow;AF-TZA_h2_AF-MWI_h2;from_node;AF-MWI_h2;0;0
connection_flow;AF-TZA_h2_AF-MWI_h2;from_node;AF-TZA_h2;0;0
connection_flow;AF-TZA_h2_AF-MWI_h2;to_node;AF-TZA_h2;0;0
connection_flow;AF-TZA_h2_AF-RWA_h2;from_node;AF-RWA_h2;5.130092944;5.130092944
