;node;;stochastic_scenario;value;2000-01-02T00:00:00
connection_flow;SA-PRY_h2_SA-BOL_h2;to_node;SA-PRY_h2;0;0
connection_flow;SA-PRY_h2_SA-BRA-CW_h2;from_node;SA-BRA-CW_h2;0;0
connection_flow;SA-PRY_h2_SA-BRA-CW_h2;from_node;SA-PRY_h2;0;0
connection_flow;SA-PRY_h2_SA-BRA-CW_h2;to_node;SA-PRY_h2;0;0
connection_flow;SA-PRY_h2_SA-BRA-J1_h2;from_node;SA-BRA-J1_h2;0;0
connection_flow;SA-PRY_h2_SA-BRA-J1_h2;from_node;SA-PRY_h2;0;0
connection_flow;SA-PRY_h2_SA-BRA-J1_h2;to_node;SA-PRY_h2;0;0
connection_flow;SA-PRY_h2_SA-BRA-SO_h2;from_node;SA-BRA-SO_h2;0;0
connection_flow;SA-PRY_h2_SA-BRA-SO_h2;from_node;SA-PRY_h2;0;0
connection_flow;SA-PRY_h2_SA-BRA-SO_h2;to_node;SA-PRY_h2;0;0
connection_flow;SA-PRY_h2_SA-CHL_h2;from_node;SA-CHL_h2;0;0
connection_flow;SA-PRY_h2_SA-CHL_h2;from_node;SA-PRY_h2;0;0
connection_flow;SA-PRY_h2_SA-CHL_h2;to_node;SA-PRY_h2;0;0
connection_flow;SA-PRY_h2_SA-URY_h2;from_node;SA-PRY_h2;0;0
connection_flow;SA-PRY_h2_SA-URY_h2;from_node;SA-URY_h2;0;0
connection_flow;SA-PRY_h2_SA-URY_h2;to_node;SA-PRY_h2;0;0
connection_flow;SA-SUR_h2_NA-TTO_h2;from_node;NA-TTO_h2;6.756188176;6.756188176
connection_flow;SA-SUR_h2_NA-TTO_h2;from_node;SA-SUR_h2;0;0
connection_flow;SA-SUR_h2_NA-TTO_h2;to_node;SA-SUR_h2;6.756188176;6.756188176
connection_flow;SA-SUR_h2_SA-BRA-CN_h2;from_node;SA-BRA-CN_h2;0;0
connection_flow;SA-SUR_h2_SA-BRA-CN_h2;from_node;SA-SUR_h2;0;0
connection_flow;SA-SUR_h2_SA-BRA-CN_h2;to_node;SA-SUR_h2;0;0
connection_flow;SA-SUR_h2_SA-BRA-J2_h2;from_node;SA-BRA-J2_h2;0;0
connection_flow;SA-SUR_h2_SA-BRA-J2_h2;from_node;SA-SUR_h2;0;0
connection_flow;SA-SUR_h2_SA-BRA-J2_h2;to_node;SA-SUR_h2;0;0
connection_flow;SA-SUR_h2_SA-BRA-J3_h2;from_node;SA-BRA-J3_h2;0;0
connection_flow;SA-SUR_h2_SA-BRA-J3_h2;from_node;SA-SUR_h2;0;0
connection_flow;SA-SUR_h2_SA-BRA-J3_h2;to_node;SA-SUR_h2;0;0
connection_flow;SA-SUR_h2_SA-GUY_h2;from_node;SA-GUY_h2;0;0
connection_flow;SA-SUR_h2_SA-GUY_h2;from_node;SA-SUR_h2;0;0
connection_flow;SA-SUR_h2_SA-GUY_h2;to_node;SA-SUR_h2;0;0
connection_flow;SA-URY_h2_SA-ARG_h2;from_node;SA-ARG_h2;0;0
connection_flow;SA-URY_h2_SA-ARG_h2;from_node;SA-URY_h2;0;0
connection_flow;SA-URY_h2_SA-ARG_h2;to_node;SA-URY_h2;0;0
connection_flow;SA-URY_h2_SA-BRA-SO_h2;from_node;SA-BRA-SO_h2;0;0
connection_flow;SA-URY_h2_SA-BRA-SO_h2;from_node;SA-URY_h2;0;0
connection_flow;SA-URY_h2_SA-BRA-SO_h2;to_node;SA-URY_h2;0;0
connection_flow;SA-URY_h2_SA-PRY_h2;from_node;SA-PRY_h2;5.573808127;5.573808127
connection_flow;SA-URY_h2_SA-PRY_h2;from_node;SA-URY_h2;0;0
connection_flow;SA-URY_h2_SA-PRY_h2;to_node;SA-URY_h2;5.573808127;5.573808127
connection_flow;SA-VEN_h2_NA-DOM_h2;from_node;NA-DOM_h2;0;0
connection_flow;SA-VEN_h2_NA-DOM_h2;from_node;SA-VEN_h2;0;0
connection_flow;SA-VEN_h2_NA-DOM_h2;to_node;SA-VEN_h2;0;0
connection_flow;SA-VEN_h2_NA-TTO_h2;from_node;NA-TTO_h2;0;0
connection_flow;SA-VEN_h2_NA-TTO_h2;from_node;SA-VEN_h2;0;0
connection_flow;SA-VEN_h2_NA-TTO_h2;to_node;SA-VEN_h2;0;0
connection_flow;SA-VEN_h2_NA-USA-PR_h2;from_node;NA-USA-PR_h2;0;0
connection_flow;SA-VEN_h2_NA-USA-PR_h2;from_node;SA-VEN_h2;0;0
connection_flow;SA-VEN_h2_NA-USA-PR_h2;to_node;SA-VEN_h2;0;0
connection_flow;SA-VEN_h2_SA-BRA-NW_h2;from_node;SA-BRA-NW_h2;0;0
connection_flow;SA-VEN_h2_SA-BRA-NW_h2;from_node;SA-VEN_h2;0;0
connection_flow;SA-VEN_h2_SA-BRA-NW_h2;to_node;SA-VEN_h2;0;0
connection_flow;SA-VEN_h2_SA-COL_h2;from_node;SA-COL_h2;0;0
connection_flow;SA-VEN_h2_SA-COL_h2;from_node;SA-VEN_h2;0;0
connection_flow;SA-VEN_h2_SA-COL_h2;to_node;SA-VEN_h2;0;0
connection_flow;SA-VEN_h2_SA-GUY_h2;from_node;SA-GUY_h2;0;0
connection_flow;SA-VEN_h2_SA-GUY_h2;from_node;SA-VEN_h2;0;0
connection_flow;SA-VEN_h2_SA-GUY_h2;to_node;SA-VEN_h2;0;0
connection_flow;h2_terminal_AF-AGO_AF-AGO_h2;from_node;AF-AGO_h2;0;0
connection_flow;h2_terminal_AF-AGO_AF-AGO_h2;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_AF-AGO_h2;to_node;AF-AGO_h2;0;0
connection_flow;h2_terminal_AF-AGO_AF-AGO_h2;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-EGY;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-EGY;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-EGY;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-EGY;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-TZA;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-TZA;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-TZA;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-TZA;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_NA-USA-HA;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_NA-USA-HA;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_OC-AUS-WA;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_OC-AUS-WA;from_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_OC-AUS-WA;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-AGO_h2_terminal_OC-AUS-WA;to_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-DZA_AF-DZA_h2;from_node;AF-DZA_h2;0;0
connection_flow;h2_terminal_AF-DZA_AF-DZA_h2;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_AF-DZA_h2;to_node;AF-DZA_h2;0;0
connection_flow;h2_terminal_AF-DZA_AF-DZA_h2;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-AGO;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-AGO;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-AGO;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-AGO;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-EGY;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-EGY;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-EGY;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-EGY;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-NGA;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-NGA;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-NGA;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-NGA;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-SEN;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-SEN;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-SEN;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-SEN;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-TZA;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-TZA;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-TZA;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-TZA;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_NA-USA-HA;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_NA-USA-HA;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_OC-AUS-WA;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_OC-AUS-WA;from_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_OC-AUS-WA;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AF-DZA_h2_terminal_OC-AUS-WA;to_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-EGY_AF-EGY_h2;from_node;AF-EGY_h2;0;0
connection_flow;h2_terminal_AF-EGY_AF-EGY_h2;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-EGY_AF-EGY_h2;to_node;AF-EGY_h2;0;0
connection_flow;h2_terminal_AF-EGY_AF-EGY_h2;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-EGY_h2_terminal_NA-USA-HA;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-EGY_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-EGY_h2_terminal_NA-USA-HA;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-EGY_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-EGY_h2_terminal_OC-AUS-WA;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-EGY_h2_terminal_OC-AUS-WA;from_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-EGY_h2_terminal_OC-AUS-WA;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-EGY_h2_terminal_OC-AUS-WA;to_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-NGA_AF-NGA_h2;from_node;AF-NGA_h2;0;0
connection_flow;h2_terminal_AF-NGA_AF-NGA_h2;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_AF-NGA_h2;to_node;AF-NGA_h2;0;0
connection_flow;h2_terminal_AF-NGA_AF-NGA_h2;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-AGO;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-AGO;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-AGO;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-AGO;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-EGY;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-EGY;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-EGY;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-EGY;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-TZA;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-TZA;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-TZA;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-TZA;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_NA-USA-HA;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_NA-USA-HA;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_OC-AUS-WA;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_OC-AUS-WA;from_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_OC-AUS-WA;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-NGA_h2_terminal_OC-AUS-WA;to_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-SEN_AF-SEN_h2;from_node;AF-SEN_h2;0;0
connection_flow;h2_terminal_AF-SEN_AF-SEN_h2;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_AF-SEN_h2;to_node;AF-SEN_h2;0;0
connection_flow;h2_terminal_AF-SEN_AF-SEN_h2;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-AGO;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-AGO;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-AGO;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-AGO;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-EGY;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-EGY;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-EGY;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-EGY;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-NGA;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-NGA;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-NGA;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-NGA;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-TZA;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-TZA;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-TZA;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-TZA;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_NA-USA-HA;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_NA-USA-HA;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_OC-AUS-WA;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_OC-AUS-WA;from_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_OC-AUS-WA;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AF-SEN_h2_terminal_OC-AUS-WA;to_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-TZA_AF-TZA_h2;from_node;AF-TZA_h2;0;0
connection_flow;h2_terminal_AF-TZA_AF-TZA_h2;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-TZA_AF-TZA_h2;to_node;AF-TZA_h2;0;0
connection_flow;h2_terminal_AF-TZA_AF-TZA_h2;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_AF-EGY;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_AF-EGY;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_AF-EGY;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_AF-EGY;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_NA-USA-HA;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_NA-USA-HA;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_OC-AUS-WA;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_OC-AUS-WA;from_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_OC-AUS-WA;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-TZA_h2_terminal_OC-AUS-WA;to_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-ZAF_AF-ZAF_h2;from_node;AF-ZAF_h2;0;0
connection_flow;h2_terminal_AF-ZAF_AF-ZAF_h2;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-ZAF_AF-ZAF_h2;to_node;AF-ZAF_h2;0;0
connection_flow;h2_terminal_AF-ZAF_AF-ZAF_h2;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_AF-EGY;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_AF-EGY;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_AF-EGY;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_AF-EGY;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_AF-TZA;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_AF-TZA;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_AF-TZA;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_AF-TZA;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_NA-USA-HA;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_NA-USA-HA;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_OC-AUS-WA;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_OC-AUS-WA;from_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_OC-AUS-WA;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AF-ZAF_h2_terminal_OC-AUS-WA;to_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_AS-BGD_AS-BGD_h2;from_node;AS-BGD_h2;0;0
connection_flow;h2_terminal_AS-BGD_AS-BGD_h2;from_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_AS-BGD_h2;to_node;AS-BGD_h2;0;0
connection_flow;h2_terminal_AS-BGD_AS-BGD_h2;to_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-AGO;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-AGO;from_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-AGO;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-AGO;to_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-DZA;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-DZA;from_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-DZA;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-DZA;to_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-EGY;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-EGY;from_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-EGY;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-EGY;to_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-NGA;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-NGA;from_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-NGA;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-NGA;to_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-SEN;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-SEN;from_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-SEN;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-SEN;to_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-TZA;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-TZA;from_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-TZA;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-TZA;to_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-ZAF;from_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_AS-BGD_h2_terminal_AF-ZAF;to_node;h2_terminal_AS-BGD;0;0
